Title,Category,longitude,latitude
"Social Work Teachers, Postsecondary",Educational Instruction and Library,1.5453756,-16.453348
Sociologists,"Life, Physical, and Social Science",-14.727353,-21.555466
"Sociology Teachers, Postsecondary",Educational Instruction and Library,31.801138,-7.810788
Software Quality Assurance Analysts and Testers,Computer and Mathematical,5.854892,-0.07410322
Soil and Plant Scientists,"Life, Physical, and Social Science",20.34654,17.43432
Solar Energy Installation Managers,Construction and Extraction,-18.808767,-16.002016
Solar Energy Systems Engineers,Architecture and Engineering,-15.0169115,-18.742739
Solar Photovoltaic Installers,Construction and Extraction,6.922233,25.496185
Solar Sales Representatives and Assessors,Sales and Related,-23.838902,-19.092724
Solar Thermal Installers and Technicians,Construction and Extraction,-7.319486,27.791567
Sound Engineering Technicians,"Arts, Design, Entertainment, Sports, and Media",-21.108606,-17.471983
Spa Managers,Management,-21.643251,-19.515984
"Special Education Teachers, Middle School",Educational Instruction and Library,19.255644,-32.67107
"Special Education Teachers, Preschool",Educational Instruction and Library,31.302382,14.398996
"Special Education Teachers, Secondary School",Educational Instruction and Library,19.39151,-32.76607
Special Effects Artists and Animators,"Arts, Design, Entertainment, Sports, and Media",-11.885822,-0.8550545
Speech-Language Pathologists,Healthcare Practitioners and Technical,18.768255,5.938429
Speech-Language Pathology Assistants,Healthcare Support,31.139118,-11.327092
Sports Medicine Physicians,Healthcare Practitioners and Technical,19.283598,-2.8406444
Stationary Engineers and Boiler Operators,Production,9.222673,26.615442
Statistical Assistants,Office and Administrative Support,-29.310946,-21.62144
Statisticians,Computer and Mathematical,-5.5452237,-9.355372
Stockers and Order Fillers,Transportation and Material Moving,17.753881,-28.363417
"Stone Cutters and Carvers, Manufacturing",Production,-20.17327,12.352923
Stonemasons,Construction and Extraction,-23.84077,15.683097
Structural Iron and Steel Workers,Construction and Extraction,-11.33794,16.446735
Structural Metal Fabricators and Fitters,Production,-1.9311241,28.619562
Substance Abuse and Behavioral Disorder Counselors,Community and Social Service,36.01695,-5.3690534
Subway and Streetcar Operators,Transportation and Material Moving,-31.087717,-18.301308
Supply Chain Managers,Management,18.981575,16.42302
Surgical Assistants,Healthcare Practitioners and Technical,21.930893,2.0061548
Surgical Technologists,Healthcare Practitioners and Technical,-8.869779,-28.630886
Survey Researchers,"Life, Physical, and Social Science",-16.848965,-9.478288
Surveying and Mapping Technicians,Architecture and Engineering,21.925888,22.906183
Surveyors,Architecture and Engineering,19.79757,12.189565
Sustainability Specialists,Accountants and Auditors,-12.467795,-18.443283
"Switchboard Operators, Including Answering Service",Office and Administrative Support,-22.789705,-7.074263
"Tailors, Dressmakers, and Custom Sewers",Production,-8.371886,17.015133
Talent Directors,"Arts, Design, Entertainment, Sports, and Media",-20.255756,-15.128107
"Tank Car, Truck, and Ship Loaders",Transportation and Material Moving,-14.44542,15.295582
Tapers,Construction and Extraction,-27.1585,18.850218
"Tax Examiners and Collectors, and Revenue Agents",Accountants and Auditors,14.336764,12.739383
Tax Preparers,Accountants and Auditors,36.616467,-11.516609
"Teaching Assistants, Postsecondary",Educational Instruction and Library,0.54119277,-19.144022
Team Assemblers,Production,-36.41673,-10.071586
Technical Writers,"Arts, Design, Entertainment, Sports, and Media",-16.0982,-8.05398
Telecommunications Engineering Specialists,Computer and Mathematical,11.347181,14.57468
"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",20.870403,32.263287
Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair",-13.165727,15.355493
Telemarketers,Sales and Related,-26.470098,-19.950386
Telephone Operators,Office and Administrative Support,-26.580484,-16.107992
Tellers,Office and Administrative Support,7.428624,14.942276
Terrazzo Workers and Finishers,Construction and Extraction,18.019415,31.89402
Textile Bleaching and Dyeing Machine Operators and Tenders,Production,-14.592184,19.550713
"Textile Cutting Machine Setters, Operators, and Tenders",Production,-23.020695,5.014221
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Production,-19.314215,14.538559
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Production,-14.026805,24.887505
Tile and Stone Setters,Construction and Extraction,-7.191589,30.811968
Timing Device Assemblers and Adjusters,Production,19.396357,-28.092278
Tire Builders,Production,-21.074276,19.106869
Tire Repairers and Changers,"Installation, Maintenance, and Repair",-8.32407,24.829762
"Title Examiners, Abstractors, and Searchers",Legal,29.610043,-5.8813825
Tool and Die Makers,Production,-15.949509,22.744802
"Tool Grinders, Filers, and Sharpeners",Production,-14.023178,10.601992
Tour Guides and Escorts,Personal Care and Service,-21.470358,-4.66343
Traffic Technicians,Transportation and Material Moving,8.562243,11.235928
Training and Development Managers,Management,-21.492086,-25.058302
Training and Development Specialists,Accountants and Auditors,-8.087568,-16.107952
Transit and Railroad Police,Protective Service,-26.111086,-13.274484
Transportation Engineers,Architecture and Engineering,9.332559,11.584151
Transportation Inspectors,Transportation and Material Moving,-9.032284,11.312928
Transportation Planners,"Life, Physical, and Social Science",-6.655382,-17.194342
Transportation Security Screeners,Protective Service,6.1349735,20.601702
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation and Material Moving,-4.5619507,6.5801864
"Transportation, Storage, and Distribution Managers",Management,24.925058,15.594775
Travel Agents,Sales and Related,51.4961,-39.41889
Travel Guides,Personal Care and Service,-25.460358,-18.412354
Treasurers and Controllers,Management,9.481458,5.6379757
Tree Trimmers and Pruners,Building and Grounds Cleaning and Maintenance,8.708712,26.073786
Tutors,Educational Instruction and Library,5.1614265,-11.0329075
"Umpires, Referees, and Other Sports Officials","Arts, Design, Entertainment, Sports, and Media",-18.319597,-12.787068
Upholsterers,Production,-5.2472596,26.925694
Urban and Regional Planners,"Life, Physical, and Social Science",19.632587,10.70298
Urologists,Healthcare Practitioners and Technical,14.382721,-15.19924
"Ushers, Lobby Attendants, and Ticket Takers",Personal Care and Service,-23.72291,-5.7275615
Validation Engineers,Architecture and Engineering,3.1961691,0.98439646
Veterinarians,Healthcare Practitioners and Technical,13.961113,-7.11753
Veterinary Assistants and Laboratory Animal Caretakers,Healthcare Support,14.846652,-34.098454
Veterinary Technologists and Technicians,Healthcare Practitioners and Technical,36.61861,-1.3862269
Video Game Designers,Computer and Mathematical,4.5268674,-0.5169612
Waiters and Waitresses,Food Preparation and Serving Related,-3.6722422,20.030489
Watch and Clock Repairers,"Installation, Maintenance, and Repair",-32.524326,7.107818
Water and Wastewater Treatment Plant and System Operators,Production,51.4961,-39.41889
Water Resource Specialists,Management,-2.8490577,4.396615
Water/Wastewater Engineers,Architecture and Engineering,19.41265,18.364183
Weatherization Installers and Technicians,Construction and Extraction,-22.989641,14.730352
Web Administrators,Computer and Mathematical,12.680079,13.775481
Web Developers,Computer and Mathematical,10.363769,13.188341
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office and Administrative Support,8.781125,21.055029
"Welders, Cutters, Solderers, and Brazers",Production,17.34817,35.1962
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production,3.6289227,28.96806
Wellhead Pumpers,Transportation and Material Moving,-30.065767,-7.7654867
"Wholesale and Retail Buyers, Except Farm Products",Accountants and Auditors,-11.37307,-8.014168
Wind Energy Development Managers,Management,-10.208291,-15.2375
Wind Energy Engineers,Architecture and Engineering,-8.441772,-10.6669235
Wind Energy Operations Managers,Management,-19.441147,-16.086998
Wind Turbine Service Technicians,"Installation, Maintenance, and Repair",-28.860916,4.651924
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production,16.681993,28.444115
Word Processors and Typists,Office and Administrative Support,-22.328985,-2.4928634
